"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.42","46.36","NORTH BAY A","6085680","2019-06-01 00:00","2019","06","01","00:00","8.6","","7.5","","93","","","M","9","","16.1","","96.54","","","","","","NA"
"-79.42","46.36","NORTH BAY A","6085680","2019-06-01 01:00","2019","06","01","01:00","8.2","","3.1","","70","","33","","9","","16.1","","96.55","","","","","","NA"
"-79.42","46.36","NORTH BAY A","6085680","2019-06-01 02:00","2019","06","01","02:00","4.8","","3.0","","88","","","M","13","","16.1","","96.51","","","","","","NA"
"-79.42","46.36","NORTH BAY A","6085680","2019-06-01 03:00","2019","06","01","03:00","8.4","","5.3","","81","","","M","11","","16.1","","96.49","","","","","","NA"
"-79.42","46.36","NORTH BAY A","6085680","2019-06-01 04:00","2019","06","01","04:00","7.8","","1.6","","65","","","M","11","","16.1","","96.53","","","","","","NA"
"-79.42","46.36","NORTH BAY A","6085680","2019-06-01 05:00","2019","06","01","05:00","6.8","","2.1","","72","","8","","11","","16.1","","96.58","","","","","","NA"
"-79.42","46.36","NORTH BAY A","6085680","2019-06-01 06:00","2019","06","01","06:00","9.0","","4.6","","74","","","M","","M","16.1","","96.65","","","","","","NA"
"-79.42","46.36","NORTH BAY A","6085680","2019-06-01 07:00","2019","06","01","07:00","11.3","","4.4","","62","","9","","11","","16.1","","96.68","","","","","","NA"
"-79.42","46.36","NORTH BAY A","6085680","2019-06-01 08:00","2019","06","01","08:00","12.6","","4.1","","56","","3","","18","","16.1","","96.66","","","","","","NA"
"-79.42","46.36","NORTH BAY A","6085680","2019-06-01 09:00","2019","06","01","09:00","14.0","","3.8","","50","","","M","8","","16.1","","96.65","","","","","","NA"
"-79.42","46.36","NORTH BAY A","6085680","2019-06-01 10:00","2019","06","01","10:00","15.2","","5.2","","51","","","M","8","","16.1","","96.61","","","","","","NA"
"-79.42","46.36","NORTH BAY A","6085680","2019-06-01 11:00","2019","06","01","11:00","16.7","","4.5","","44","","","M","15","","16.1","","96.57","","","","","","NA"
"-79.42","46.36","NORTH BAY A","6085680","2019-06-01 12:00","2019","06","01","12:00","18.2","","4.0","","39","","16","","17","","16.1","","96.53","","","","","","NA"
