date,hour,market_demand,ontario_demand
2002-05-01,1,14141,14137
2002-05-01,2,13876,13872
2002-05-01,3,13974,13820
2002-05-01,4,13898,13744
2002-05-01,5,14378,14224
2002-05-01,6,15408,15404
2002-05-01,7,17070,17066
2002-05-01,8,17644,17640
2002-05-01,9,17723,17719
2002-05-01,10,17774,17770
2002-05-01,11,17729,17725
2002-05-01,12,17615,17611
2002-05-01,13,17530,17526
2002-05-01,14,17472,17468
2002-05-01,15,17482,17478
2002-05-01,16,17592,17588
2002-05-01,17,17650,17646
2002-05-01,18,17292,17288
2002-05-01,19,17231,17227
2002-05-01,20,17903,17899
2002-05-01,21,17906,17902
2002-05-01,22,16614,16610
2002-05-01,23,15364,15360
2002-05-01,24,14455,14451
2002-05-02,1,13945,13941
2002-05-02,2,13655,13651
2002-05-02,3,13823,13569
2002-05-02,4,13774,13610
2002-05-02,5,14368,14204
2002-05-02,6,15615,15601
2002-05-02,7,17610,17556
2002-05-02,8,18474,18420
2002-05-02,9,18703,18699
2002-05-02,10,18848,18844
2002-05-02,11,18891,18887
2002-05-02,12,18772,18768
2002-05-02,13,18616,18612
2002-05-02,14,18414,18410
2002-05-02,15,18396,18392
2002-05-02,16,18600,18596
2002-05-02,17,18656,18652
2002-05-02,18,18368,18364
2002-05-02,19,18293,18264
2002-05-02,20,18409,18405
2002-05-02,21,18213,18209
2002-05-02,22,16949,16945
2002-05-02,23,15753,15749
2002-05-02,24,14797,14793
2002-05-03,1,14239,14235
2002-05-03,2,14346,14092
2002-05-03,3,14426,13972
2002-05-03,4,14184,13980
2002-05-03,5,14331,14277
2002-05-03,6,15615,15611
2002-05-03,7,17569,17565
2002-05-03,8,18266,18262
2002-05-03,9,18356,18352
2002-05-03,10,18504,18500
2002-05-03,11,18486,18482
2002-05-03,12,18256,18252
2002-05-03,13,18035,18031
2002-05-03,14,17580,17576
2002-05-03,15,17423,17419
2002-05-03,16,17386,17357
2002-05-03,17,17104,17100
2002-05-03,18,16741,16712
2002-05-03,19,16484,16480
2002-05-03,20,16901,16897
2002-05-03,21,17254,17250
2002-05-03,22,16401,16397
2002-05-03,23,15221,15217
2002-05-03,24,14247,14243
2002-05-04,1,13680,13611
2002-05-04,2,13430,13361
2002-05-04,3,13485,13206
2002-05-04,4,13474,13205
2002-05-04,5,13467,13398
2002-05-04,6,13673,13604
2002-05-04,7,14535,14531
2002-05-04,8,15475,15471
2002-05-04,9,16078,16074
2002-05-04,10,16241,16237
2002-05-04,11,16170,16166
2002-05-04,12,16015,16011
2002-05-04,13,15725,15721
2002-05-04,14,15392,15388
2002-05-04,15,15098,15094
2002-05-04,16,15193,15189
2002-05-04,17,15265,15261
2002-05-04,18,14954,14950
2002-05-04,19,14803,14799
2002-05-04,20,15078,15074
2002-05-04,21,15537,15533
2002-05-04,22,15004,15000
2002-05-04,23,14520,14166
2002-05-04,24,13788,13369
2002-05-05,1,13187,12768
2002-05-05,2,12963,12444
2002-05-05,3,12870,12351
2002-05-05,4,12790,12271
2002-05-05,5,12844,12325
2002-05-05,6,12910,12491
2002-05-05,7,13011,12942
2002-05-05,8,13984,13980
2002-05-05,9,14598,14594
2002-05-05,10,14881,14877
2002-05-05,11,15115,15111
2002-05-05,12,15124,15120
2002-05-05,13,14916,14912
2002-05-05,14,14801,14797
2002-05-05,15,14721,14717
2002-05-05,16,14876,14872
2002-05-05,17,15064,15060
2002-05-05,18,14912,14908
2002-05-05,19,14894,14890
2002-05-05,20,15393,15389
2002-05-05,21,15873,15869
2002-05-05,22,15128,15059
2002-05-05,23,14454,14035
2002-05-05,24,13630,13211
2002-05-06,1,13683,12964
2002-05-06,2,13418,12699
2002-05-06,3,13312,12593
2002-05-06,4,13462,12743
2002-05-06,5,13597,13178
2002-05-06,6,14879,14460
2002-05-06,7,16447,16443
2002-05-06,8,17388,17334
2002-05-06,9,17838,17784
2002-05-06,10,18166,18112
2002-05-06,11,18270,18216
2002-05-06,12,18190,18136
2002-05-06,13,18266,18212
2002-05-06,14,18143,18089
2002-05-06,15,17985,17931
2002-05-06,16,18204,18150
2002-05-06,17,18447,18243
2002-05-06,18,18188,17984
2002-05-06,19,17924,17720
2002-05-06,20,18075,17871
2002-05-06,21,17846,17642
2002-05-06,22,16547,16343
2002-05-06,23,14967,14963
2002-05-06,24,13981,13977
2002-05-07,1,13888,13619
2002-05-07,2,13703,13184
2002-05-07,3,13805,13086
2002-05-07,4,13811,13092
2002-05-07,5,13753,13484
2002-05-07,6,14772,14703
2002-05-07,7,16526,16522
2002-05-07,8,17430,17426
2002-05-07,9,17864,17810
2002-05-07,10,18116,18062
2002-05-07,11,18313,18259
2002-05-07,12,18251,18201
2002-05-07,13,18185,18131
2002-05-07,14,17967,17913
2002-05-07,15,17816,17762
2002-05-07,16,17989,17935
2002-05-07,17,17873,17819
2002-05-07,18,17349,17295
2002-05-07,19,17034,16980
2002-05-07,20,17311,17257
2002-05-07,21,17638,17584
2002-05-07,22,16351,16299
2002-05-07,23,14985,14981
2002-05-07,24,14289,13950
2002-05-08,1,13838,13434
2002-05-08,2,13831,13127
2002-05-08,3,13772,12968
2002-05-08,4,14116,13112
2002-05-08,5,14450,13646
2002-05-08,6,15293,14789
2002-05-08,7,16743,16589
2002-05-08,8,17623,17469
2002-05-08,9,17738,17584
2002-05-08,10,17866,17712
2002-05-08,11,17981,17827
2002-05-08,12,17766,17612
2002-05-08,13,17731,17577
2002-05-08,14,17824,17470
2002-05-08,15,17939,17585
2002-05-08,16,18304,17950
2002-05-08,17,18315,17961
2002-05-08,18,18111,17698
2002-05-08,19,18111,17707
2002-05-08,20,18496,18092
2002-05-08,21,18338,17984
2002-05-08,22,17050,16696
2002-05-08,23,15692,15353
2002-05-08,24,14548,14329
2002-05-09,1,14093,13839
2002-05-09,2,13959,13605
2002-05-09,3,13980,13426
2002-05-09,4,14009,13355
2002-05-09,5,14223,13719
2002-05-09,6,15302,15188
2002-05-09,7,17561,17007
2002-05-09,8,18654,18100
2002-05-09,9,18899,18345
2002-05-09,10,19018,18468
2002-05-09,11,19134,18580
2002-05-09,12,18946,18392
2002-05-09,13,18983,18431
2002-05-09,14,18699,18195
2002-05-09,15,18553,18053
2002-05-09,16,18752,18248
2002-05-09,17,18662,18158
2002-05-09,18,18247,17743
2002-05-09,19,17956,17452
2002-05-09,20,17958,17454
2002-05-09,21,18099,17595
2002-05-09,22,16994,16490
2002-05-09,23,15276,15122
2002-05-09,24,14232,14178
2002-05-10,1,14007,13803
2002-05-10,2,13848,13544
2002-05-10,3,13695,13345
2002-05-10,4,13604,13360
2002-05-10,5,13812,13808
2002-05-10,6,14847,14843
2002-05-10,7,16816,16762
2002-05-10,8,17669,17615
2002-05-10,9,17890,17836
2002-05-10,10,18048,17994
2002-05-10,11,18097,18043
2002-05-10,12,17976,17922
2002-05-10,13,17803,17749
2002-05-10,14,17682,17628
2002-05-10,15,17586,17382
2002-05-10,16,17498,17344
2002-05-10,17,17235,17081
2002-05-10,18,16908,16754
2002-05-10,19,16708,16554
2002-05-10,20,16785,16781
2002-05-10,21,16976,16972
2002-05-10,22,16296,16292
2002-05-10,23,15081,15077
2002-05-10,24,14145,14041
2002-05-11,1,13716,13412
2002-05-11,2,13743,13139
2002-05-11,3,13630,13026
2002-05-11,4,13554,13050
2002-05-11,5,13452,13148
2002-05-11,6,13487,13483
2002-05-11,7,14364,14360
2002-05-11,8,15346,15342
2002-05-11,9,15889,15885
2002-05-11,10,16136,16132
2002-05-11,11,16147,16143
2002-05-11,12,15933,15929
2002-05-11,13,15584,15580
2002-05-11,14,15276,15272
2002-05-11,15,14998,14994
2002-05-11,16,15141,15137
2002-05-11,17,15386,15382
2002-05-11,18,15374,15370
2002-05-11,19,15422,15418
2002-05-11,20,15698,15694
2002-05-11,21,15684,15680
2002-05-11,22,15050,15046
2002-05-11,23,14003,13999
2002-05-11,24,13212,13208
2002-05-12,1,12803,12599
2002-05-12,2,12606,12302
2002-05-12,3,12654,12250
2002-05-12,4,12634,12230
2002-05-12,5,12694,12290
2002-05-12,6,12613,12409
2002-05-12,7,13258,13254
2002-05-12,8,14390,14386
2002-05-12,9,15244,15240
2002-05-12,10,15904,15900
2002-05-12,11,16071,16067
2002-05-12,12,16127,16123
2002-05-12,13,16004,16000
2002-05-12,14,15758,15754
2002-05-12,15,15722,15718
2002-05-12,16,15935,15931
2002-05-12,17,16062,16058
2002-05-12,18,16030,16026
2002-05-12,19,16081,16077
2002-05-12,20,16288,16284
2002-05-12,21,16365,16361
2002-05-12,22,15538,15534
2002-05-12,23,14587,14383
2002-05-12,24,13884,13680
2002-05-13,1,13449,13445
2002-05-13,2,13394,13190
2002-05-13,3,13426,13122
2002-05-13,4,13440,13136
2002-05-13,5,13637,13633
2002-05-13,6,14953,14949
2002-05-13,7,17048,16944
2002-05-13,8,17921,17917
2002-05-13,9,18155,18151
2002-05-13,10,18702,18598
2002-05-13,11,18866,18762
2002-05-13,12,18646,18642
2002-05-13,13,18544,18540
2002-05-13,14,18426,18422
2002-05-13,15,18426,18322
2002-05-13,16,18744,18740
2002-05-13,17,19009,18905
2002-05-13,18,18759,18655
2002-05-13,19,18659,18555
2002-05-13,20,18620,18576
2002-05-13,21,18279,18275
2002-05-13,22,17050,16946
2002-05-13,23,15734,15530
2002-05-13,24,14670,14663
2002-05-14,1,14243,14171
2002-05-14,2,14112,13908
2002-05-14,3,14198,13728
2002-05-14,4,14184,13830
2002-05-14,5,14620,14366
2002-05-14,6,15685,15681
2002-05-14,7,17613,17509
2002-05-14,8,18406,18302
2002-05-14,9,18663,18559
2002-05-14,10,18775,18671
2002-05-14,11,18800,18696
2002-05-14,12,18523,18419
2002-05-14,13,18395,18291
2002-05-14,14,18243,18139
2002-05-14,15,18152,18048
2002-05-14,16,18447,18343
2002-05-14,17,18416,18312
2002-05-14,18,17943,17839
2002-05-14,19,17648,17534
2002-05-14,20,17862,17758
2002-05-14,21,18005,17901
2002-05-14,22,16951,16847
2002-05-14,23,15809,15605
2002-05-14,24,14605,14601
2002-05-15,1,14045,14041
2002-05-15,2,13890,13886
2002-05-15,3,13848,13844
2002-05-15,4,13893,13889
2002-05-15,5,14272,14268
2002-05-15,6,15401,15297
2002-05-15,7,17218,17079
2002-05-15,8,17804,17665
2002-05-15,9,17990,17873
2002-05-15,10,18077,17973
2002-05-15,11,17991,17887
2002-05-15,12,17892,17788
2002-05-15,13,17738,17619
2002-05-15,14,17621,17482
2002-05-15,15,17545,17411
2002-05-15,16,17689,17555
2002-05-15,17,17685,17551
2002-05-15,18,17192,17088
2002-05-15,19,17008,16904
2002-05-15,20,17271,17167
2002-05-15,21,17601,17497
2002-05-15,22,16573,16469
2002-05-15,23,14553,14549
2002-05-15,24,14100,13996
2002-05-16,1,13599,13495
2002-05-16,2,13551,13347
2002-05-16,3,13614,13210
2002-05-16,4,13711,13207
2002-05-16,5,14010,13606
2002-05-16,6,14838,14734
2002-05-16,7,16942,16838
2002-05-16,8,17856,17752
2002-05-16,9,18079,17975
2002-05-16,10,18309,18205
2002-05-16,11,18373,18219
2002-05-16,12,18229,18075
2002-05-16,13,18093,17939
2002-05-16,14,18024,17870
2002-05-16,15,18079,17879
2002-05-16,16,18217,18108
2002-05-16,17,18322,18218
2002-05-16,18,18365,18261
2002-05-16,19,18256,18152
2002-05-16,20,18341,18237
2002-05-16,21,17997,17893
2002-05-16,22,16729,16625
2002-05-16,23,15244,15240
2002-05-16,24,14202,14198
2002-05-17,1,13542,13473
2002-05-17,2,13354,13135
2002-05-17,3,13242,12873
2002-05-17,4,13394,12975
2002-05-17,5,13858,13489
2002-05-17,6,14752,14533
2002-05-17,7,16708,16604
2002-05-17,8,17543,17439
2002-05-17,9,17705,17601
2002-05-17,10,17846,17742
2002-05-17,11,17862,17758
2002-05-17,12,17741,17637
2002-05-17,13,17641,17537
2002-05-17,14,17509,17305
2002-05-17,15,17183,16979
2002-05-17,16,17179,16975
2002-05-17,17,17110,16897
2002-05-17,18,16762,16558
2002-05-17,19,16598,16394
2002-05-17,20,16818,16714
2002-05-17,21,17104,17000
2002-05-17,22,16284,16180
2002-05-17,23,15211,14942
2002-05-17,24,14008,13939
2002-05-18,1,13647,13382
2002-05-18,2,13407,12988
2002-05-18,3,13393,12795
2002-05-18,4,13354,12740
2002-05-18,5,13189,12902
2002-05-18,6,13280,13211
2002-05-18,7,14151,14082
2002-05-18,8,15084,15080
2002-05-18,9,15721,15717
2002-05-18,10,15822,15818
2002-05-18,11,15937,15933
2002-05-18,12,15856,15852
2002-05-18,13,15610,15606
2002-05-18,14,15434,15430
2002-05-18,15,15289,15285
2002-05-18,16,15404,15400
2002-05-18,17,15507,15503
2002-05-18,18,15395,15391
2002-05-18,19,15345,15341
2002-05-18,20,15467,15463
2002-05-18,21,15739,15735
2002-05-18,22,15555,15176
2002-05-18,23,15079,14350
2002-05-18,24,13900,13621
2002-05-19,1,14189,13300
2002-05-19,2,14130,13111
2002-05-19,3,13938,12919
2002-05-19,4,13893,12874
2002-05-19,5,13904,12891
2002-05-19,6,13683,12914
2002-05-19,7,14037,13468
2002-05-19,8,14295,14226
2002-05-19,9,14939,14870
2002-05-19,10,15365,15296
2002-05-19,11,15604,15535
2002-05-19,12,15601,15532
2002-05-19,13,15370,15301
2002-05-19,14,15149,15080
2002-05-19,15,14975,14906
2002-05-19,16,15240,15055
2002-05-19,17,15349,15186
2002-05-19,18,15236,14944
2002-05-19,19,14907,14727
2002-05-19,20,14932,14863
2002-05-19,21,15217,15148
2002-05-19,22,14860,14791
2002-05-19,23,14179,14110
2002-05-19,24,13725,13330
2002-05-20,1,13634,12865
2002-05-20,2,13458,12589
2002-05-20,3,13530,12465
2002-05-20,4,13485,12432
2002-05-20,5,13337,12581
2002-05-20,6,13734,12765
2002-05-20,7,13971,13306
2002-05-20,8,14218,14049
2002-05-20,9,14842,14673
2002-05-20,10,15426,15257
2002-05-20,11,15732,15563
2002-05-20,12,15808,15634
2002-05-20,13,15674,15405
2002-05-20,14,15396,15127
2002-05-20,15,15355,15086
2002-05-20,16,15628,15359
2002-05-20,17,15788,15519
2002-05-20,18,15594,15425
2002-05-20,19,15531,15362
2002-05-20,20,15718,15549
2002-05-20,21,16178,16009
2002-05-20,22,15443,15374
2002-05-20,23,14468,14375
2002-05-20,24,13690,13621
2002-05-21,1,13896,13377
2002-05-21,2,13802,13183
2002-05-21,3,13810,13141
2002-05-21,4,14163,13294
2002-05-21,5,14747,13778
2002-05-21,6,15859,15090
2002-05-21,7,17075,16971
2002-05-21,8,17783,17679
2002-05-21,9,18169,18065
2002-05-21,10,18181,18077
2002-05-21,11,18175,18071
2002-05-21,12,18244,17948
2002-05-21,13,17827,17723
2002-05-21,14,17770,17666
2002-05-21,15,17724,17620
2002-05-21,16,17907,17803
2002-05-21,17,17821,17717
2002-05-21,18,17467,17363
2002-05-21,19,17204,17100
2002-05-21,20,17229,17125
2002-05-21,21,17727,17623
2002-05-21,22,16690,16686
2002-05-21,23,15560,15356
2002-05-21,24,14285,14281
2002-05-22,1,14079,13710
2002-05-22,2,13853,13484
2002-05-22,3,13710,13341
2002-05-22,4,13816,13447
2002-05-22,5,14205,13836
2002-05-22,6,15452,15083
2002-05-22,7,16673,16669
2002-05-22,8,17385,17381
2002-05-22,9,17577,17573
2002-05-22,10,17617,17613
2002-05-22,11,17757,17753
2002-05-22,12,17684,17680
2002-05-22,13,17740,17736
2002-05-22,14,17606,17602
2002-05-22,15,17571,17567
2002-05-22,16,17743,17739
2002-05-22,17,17712,17708
2002-05-22,18,17288,17284
2002-05-22,19,16929,16925
2002-05-22,20,16982,16978
2002-05-22,21,17398,17394
2002-05-22,22,16650,16646
2002-05-22,23,15557,15188
2002-05-22,24,14533,14164
2002-05-23,1,13733,13564
2002-05-23,2,13826,13257
2002-05-23,3,13668,12999
2002-05-23,4,13808,13139
2002-05-23,5,14057,13538
2002-05-23,6,15206,14737
2002-05-23,7,16544,16540
2002-05-23,8,17320,17316
2002-05-23,9,17546,17542
2002-05-23,10,17697,17693
2002-05-23,11,17913,17909
2002-05-23,12,17849,17845
2002-05-23,13,17832,17828
2002-05-23,14,17723,17719
2002-05-23,15,17840,17740
2002-05-23,16,17897,17893
2002-05-23,17,17903,17803
2002-05-23,18,17456,17431
2002-05-23,19,17194,17190
2002-05-23,20,17282,17278
2002-05-23,21,17647,17643
2002-05-23,22,16660,16656
2002-05-23,23,15336,15232
2002-05-23,24,14158,14089
2002-05-24,1,13842,13573
2002-05-24,2,13338,13169
2002-05-24,3,13318,12999
2002-05-24,4,13640,13021
2002-05-24,5,13955,13436
2002-05-24,6,14748,14679
2002-05-24,7,16552,16548
2002-05-24,8,17589,17585
2002-05-24,9,17890,17885
2002-05-24,10,18138,18111
2002-05-24,11,18294,18290
2002-05-24,12,18028,18024
2002-05-24,13,17891,17887
2002-05-24,14,17753,17698
2002-05-24,15,17451,17447
2002-05-24,16,17369,17365
2002-05-24,17,17086,17082
2002-05-24,18,16688,16684
2002-05-24,19,16353,16349
2002-05-24,20,16428,16424
2002-05-24,21,16715,16711
2002-05-24,22,16022,16018
2002-05-24,23,14864,14860
2002-05-24,24,13859,13855
2002-05-25,1,13168,13164
2002-05-25,2,13098,12894
2002-05-25,3,13013,12709
2002-05-25,4,13044,12740
2002-05-25,5,13148,12844
2002-05-25,6,13338,13034
2002-05-25,7,14038,14034
2002-05-25,8,14963,14959
2002-05-25,9,15624,15620
2002-05-25,10,15941,15937
2002-05-25,11,16106,16102
2002-05-25,12,15960,15956
2002-05-25,13,15741,15737
2002-05-25,14,15485,15481
2002-05-25,15,15371,15367
2002-05-25,16,15556,15552
2002-05-25,17,15783,15779
2002-05-25,18,15686,15682
2002-05-25,19,15562,15558
2002-05-25,20,15722,15718
2002-05-25,21,15940,15936
2002-05-25,22,15127,15123
2002-05-25,23,14444,14140
2002-05-25,24,13270,13266
2002-05-26,1,13047,12728
2002-05-26,2,12862,12543
2002-05-26,3,12488,12169
2002-05-26,4,12461,12092
2002-05-26,5,12494,12125
2002-05-26,6,12515,12146
2002-05-26,7,12755,12751
2002-05-26,8,13767,13763
2002-05-26,9,14636,14632
2002-05-26,10,15082,15078
2002-05-26,11,15165,15161
2002-05-26,12,15326,15322
2002-05-26,13,15102,15098
2002-05-26,14,14878,14874
2002-05-26,15,14828,14824
2002-05-26,16,14938,14934
2002-05-26,17,15054,15050
2002-05-26,18,15031,15027
2002-05-26,19,14880,14876
2002-05-26,20,15166,15162
2002-05-26,21,15855,15851
2002-05-26,22,15341,15337
2002-05-26,23,14328,14159
2002-05-26,24,13308,13239
2002-05-27,1,12947,12878
2002-05-27,2,12950,12681
2002-05-27,3,12892,12623
2002-05-27,4,12923,12654
2002-05-27,5,13179,13110
2002-05-27,6,14357,14288
2002-05-27,7,16224,16220
2002-05-27,8,17283,17279
2002-05-27,9,17743,17739
2002-05-27,10,18068,18064
2002-05-27,11,18336,18332
2002-05-27,12,18231,18227
2002-05-27,13,18204,18200
2002-05-27,14,18109,18105
2002-05-27,15,18067,18063
2002-05-27,16,18264,18260
2002-05-27,17,18204,18200
2002-05-27,18,17739,17735
2002-05-27,19,17316,17312
2002-05-27,20,17327,17323
2002-05-27,21,17658,17654
2002-05-27,22,16606,16602
2002-05-27,23,15170,15166
2002-05-27,24,14120,14116
2002-05-28,1,13540,13536
2002-05-28,2,13148,13144
2002-05-28,3,13008,13004
2002-05-28,4,12996,12992
2002-05-28,5,13411,13407
2002-05-28,6,14714,14519
2002-05-28,7,16479,16475
2002-05-28,8,17445,17441
2002-05-28,9,18029,17929
2002-05-28,10,18217,18213
2002-05-28,11,18377,18373
2002-05-28,12,18350,18346
2002-05-28,13,18407,18403
2002-05-28,14,18359,18355
2002-05-28,15,18474,18470
2002-05-28,16,18792,18683
2002-05-28,17,18667,18613
2002-05-28,18,18312,18258
2002-05-28,19,17956,17902
2002-05-28,20,17953,17899
2002-05-28,21,18214,18160
2002-05-28,22,17322,17268
2002-05-28,23,15739,15735
2002-05-28,24,14540,14536
2002-05-29,1,13916,13812
2002-05-29,2,13512,13408
2002-05-29,3,13317,13213
2002-05-29,4,13298,13194
2002-05-29,5,13572,13468
2002-05-29,6,14714,14510
2002-05-29,7,16660,16372
2002-05-29,8,17704,17475
2002-05-29,9,18247,17918
2002-05-29,10,18546,18321
2002-05-29,11,18893,18664
2002-05-29,12,19177,18748
2002-05-29,13,19505,18984
2002-05-29,14,19214,19018
2002-05-29,15,19170,19041
2002-05-29,16,19377,19248
2002-05-29,17,19207,19028
2002-05-29,18,18830,18651
2002-05-29,19,18625,18446
2002-05-29,20,18827,18648
2002-05-29,21,18867,18688
2002-05-29,22,17683,17504
2002-05-29,23,16058,16054
2002-05-29,24,14866,14862
2002-05-30,1,14135,14131
2002-05-30,2,13874,13820
2002-05-30,3,13602,13548
2002-05-30,4,13503,13449
2002-05-30,5,13794,13740
2002-05-30,6,15246,14995
2002-05-30,7,17265,16878
2002-05-30,8,18452,18072
2002-05-30,9,18965,18572
2002-05-30,10,19430,19126
2002-05-30,11,19771,19467
2002-05-30,12,19905,19601
2002-05-30,13,20131,19827
2002-05-30,14,20042,19738
2002-05-30,15,20115,19811
2002-05-30,16,20372,20068
2002-05-30,17,20211,19907
2002-05-30,18,19721,19417
2002-05-30,19,19439,19135
2002-05-30,20,19596,19292
2002-05-30,21,19631,19300
2002-05-30,22,18429,18125
2002-05-30,23,16581,16577
2002-05-30,24,15214,15210
2002-05-31,1,14474,14470
2002-05-31,2,14075,14071
2002-05-31,3,13871,13867
2002-05-31,4,13786,13782
2002-05-31,5,14234,14230
2002-05-31,6,15578,15574
2002-05-31,7,17406,17372
2002-05-31,8,18355,18280
2002-05-31,9,18767,18695
2002-05-31,10,19380,19312
2002-05-31,11,19530,19465
2002-05-31,12,19588,19524
2002-05-31,13,19643,19484
2002-05-31,14,19366,19304
2002-05-31,15,19390,19329
2002-05-31,16,19286,19225
2002-05-31,17,19035,18973
2002-05-31,18,18639,18577
2002-05-31,19,18172,18109
2002-05-31,20,17915,17851
2002-05-31,21,17929,17865
2002-05-31,22,16894,16827
2002-05-31,23,15353,15333
2002-05-31,24,14280,14276
2002-06-01,1,13581,13577
2002-06-01,2,13053,13049
2002-06-01,3,12890,12886
2002-06-01,4,12658,12654
2002-06-01,5,12605,12601
2002-06-01,6,12971,12967
2002-06-01,7,14182,14178
2002-06-01,8,15265,15261
2002-06-01,9,16283,16279
2002-06-01,10,16857,16853
2002-06-01,11,17245,17241
2002-06-01,12,17119,17115
2002-06-01,13,16772,16768
2002-06-01,14,16898,16894
2002-06-01,15,16966,16912
2002-06-01,16,17060,17006
2002-06-01,17,17095,17041
2002-06-01,18,16903,16849
2002-06-01,19,16584,16580
2002-06-01,20,16430,16426
2002-06-01,21,16663,16659
2002-06-01,22,16010,16006
2002-06-01,23,14829,14825
2002-06-01,24,13817,13813
2002-06-02,1,12997,12928
2002-06-02,2,12713,12444
2002-06-02,3,12427,12108
2002-06-02,4,12656,12237
2002-06-02,5,12236,12067
2002-06-02,6,12153,12084
2002-06-02,7,12727,12723
2002-06-02,8,13863,13859
2002-06-02,9,14581,14577
2002-06-02,10,15058,15054
2002-06-02,11,15378,15374
2002-06-02,12,15489,15435
2002-06-02,13,15471,15417
2002-06-02,14,15247,15193
2002-06-02,15,15152,15098
2002-06-02,16,15414,15360
2002-06-02,17,15676,15622
2002-06-02,18,15461,15457
2002-06-02,19,15223,15219
2002-06-02,20,15347,15343
2002-06-02,21,15887,15883
2002-06-02,22,15258,15254
2002-06-02,23,14240,14236
2002-06-02,24,13480,13411
2002-06-03,1,13081,13012
2002-06-03,2,12895,12751
2002-06-03,3,12900,12656
2002-06-03,4,13057,12788
2002-06-03,5,13558,13139
2002-06-03,6,14280,14211
2002-06-03,7,17005,16161
2002-06-03,8,18358,17263
2002-06-03,9,18453,17511
2002-06-03,10,18653,17716
2002-06-03,11,18782,17844
2002-06-03,12,18683,17746
2002-06-03,13,18711,17692
2002-06-03,14,18502,17483
2002-06-03,15,18431,17412
2002-06-03,16,18619,17550
2002-06-03,17,18646,17577
2002-06-03,18,18164,17095
2002-06-03,19,17984,16915
2002-06-03,20,18056,16987
2002-06-03,21,18224,17162
2002-06-03,22,17074,16170
2002-06-03,23,14705,14701
2002-06-03,24,13745,13741
2002-06-04,1,13401,13332
2002-06-04,2,13359,13003
2002-06-04,3,13150,12881
2002-06-04,4,13279,12940
2002-06-04,5,13447,13248
2002-06-04,6,14375,14306
2002-06-04,7,16912,16083
2002-06-04,8,17877,17048
2002-06-04,9,18210,17381
2002-06-04,10,18549,17720
2002-06-04,11,18633,17804
2002-06-04,12,18594,17765
2002-06-04,13,18596,17767
2002-06-04,14,18558,17729
2002-06-04,15,18520,17691
2002-06-04,16,18682,18003
2002-06-04,17,19045,18241
2002-06-04,18,18652,17823
2002-06-04,19,18522,17678
2002-06-04,20,18561,17707
2002-06-04,21,18595,17741
2002-06-04,22,17307,16553
2002-06-04,23,15215,15211
2002-06-04,24,14159,14155
2002-06-05,1,13761,13692
2002-06-05,2,13453,13384
2002-06-05,3,13250,13181
2002-06-05,4,13207,13138
2002-06-05,5,13473,13404
2002-06-05,6,14607,14538
2002-06-05,7,17232,16438
2002-06-05,8,18419,17515
2002-06-05,9,18764,17860
2002-06-05,10,19321,18417
2002-06-05,11,19540,18636
2002-06-05,12,19469,18573
2002-06-05,13,19231,18527
2002-06-05,14,19419,18524
2002-06-05,15,19273,18569
2002-06-05,16,19278,18724
2002-06-05,17,19142,18588
2002-06-05,18,18617,18013
2002-06-05,19,18341,17737
2002-06-05,20,18325,17721
2002-06-05,21,18252,17648
2002-06-05,22,17162,16558
2002-06-05,23,15182,15178
2002-06-05,24,14101,14099
2002-06-06,1,13614,13612
2002-06-06,2,13367,13365
2002-06-06,3,13080,13078
2002-06-06,4,13140,13138
2002-06-06,5,13431,13429
2002-06-06,6,14486,14484
2002-06-06,7,16939,16422
2002-06-06,8,17861,17295
2002-06-06,9,18412,17845
2002-06-06,10,18661,18097
2002-06-06,11,18670,18153
2002-06-06,12,18715,18049
2002-06-06,13,18685,18069
2002-06-06,14,18508,17891
2002-06-06,15,18408,17792
2002-06-06,16,18534,17917
2002-06-06,17,18411,17795
2002-06-06,18,18071,17459
2002-06-06,19,17604,17087
2002-06-06,20,17667,17151
2002-06-06,21,17983,17466
2002-06-06,22,17094,16578
2002-06-06,23,15184,15182
2002-06-06,24,14143,14141
2002-06-07,1,13561,13559
2002-06-07,2,13086,13084
2002-06-07,3,12776,12774
2002-06-07,4,12887,12885
2002-06-07,5,13247,13245
2002-06-07,6,14444,14442
2002-06-07,7,16698,16222
2002-06-07,8,17708,17232
2002-06-07,9,18193,17717
2002-06-07,10,18551,18075
2002-06-07,11,18697,18221
2002-06-07,12,18674,18098
2002-06-07,13,18706,18130
2002-06-07,14,18680,18104
2002-06-07,15,18490,17914
2002-06-07,16,18479,17903
2002-06-07,17,18438,17862
2002-06-07,18,18030,17454
2002-06-07,19,17699,17123
2002-06-07,20,17435,16959
2002-06-07,21,17453,16977
2002-06-07,22,16863,16387
2002-06-07,23,15068,15066
2002-06-07,24,14061,14060
2002-06-08,1,13323,13322
2002-06-08,2,12741,12740
2002-06-08,3,12598,12597
2002-06-08,4,12512,12511
2002-06-08,5,12543,12542
2002-06-08,6,12742,12741
2002-06-08,7,13634,13633
2002-06-08,8,15034,15033
2002-06-08,9,15945,15944
2002-06-08,10,16316,16315
2002-06-08,11,16620,16619
2002-06-08,12,16703,16702
2002-06-08,13,16707,16706
2002-06-08,14,16490,16489
2002-06-08,15,16383,16382
2002-06-08,16,16497,16496
2002-06-08,17,16596,16595
2002-06-08,18,16435,16434
2002-06-08,19,16238,16237
2002-06-08,20,16199,16198
