date,hour,market_demand,ontario_demand
2004-12-08,21,21691,21093
2004-12-08,22,20833,20362
2004-12-08,23,19534,19012
2004-12-08,24,18027,17512
2004-12-09,1,17258,16233
2004-12-09,2,16740,15538
2004-12-09,3,16715,15316
2004-12-09,4,16448,15232
2004-12-09,5,16634,15286
2004-12-09,6,17375,15852
2004-12-09,7,19147,17417
2004-12-09,8,20411,19270
2004-12-09,9,20965,19834
2004-12-09,10,20823,19728
2004-12-09,11,21068,19779
2004-12-09,12,21199,19836
2004-12-09,13,20763,19635
2004-12-09,14,20463,19560
2004-12-09,15,20180,19441
2004-12-09,16,20771,19730
2004-12-09,17,21749,20776
2004-12-09,18,22244,22027
2004-12-09,19,22203,21963
2004-12-09,20,21990,21700
2004-12-09,21,22560,21261
2004-12-09,22,21421,20430
2004-12-09,23,20084,19075
2004-12-09,24,18166,17406
2004-12-10,1,17410,16224
2004-12-10,2,16905,15636
2004-12-10,3,16934,15477
2004-12-10,4,16871,15364
2004-12-10,5,17192,15474
2004-12-10,6,17957,16024
2004-12-10,7,19069,17469
2004-12-10,8,20458,19448
2004-12-10,9,21185,20185
2004-12-10,10,21495,20380
2004-12-10,11,21680,20665
2004-12-10,12,21824,20774
2004-12-10,13,21685,20655
2004-12-10,14,21620,20640
2004-12-10,15,21558,20587
2004-12-10,16,21941,20625
2004-12-10,17,22624,21508
2004-12-10,18,23477,22336
2004-12-10,19,23133,21967
2004-12-10,20,22448,21446
2004-12-10,21,21908,20967
2004-12-10,22,21088,20237
2004-12-10,23,19947,19032
2004-12-10,24,18756,17611
2004-12-11,1,18132,16303
2004-12-11,2,17629,15620
2004-12-11,3,17035,15171
2004-12-11,4,16757,15044
2004-12-11,5,16646,15063
2004-12-11,6,16902,15243
2004-12-11,7,17196,15807
2004-12-11,8,17977,16834
2004-12-11,9,19018,17742
2004-12-11,10,19519,18415
2004-12-11,11,20101,18752
2004-12-11,12,20379,18853
2004-12-11,13,20158,18844
2004-12-11,14,20057,18678
2004-12-11,15,19804,18575
2004-12-11,16,19733,18684
2004-12-11,17,20218,19454
2004-12-11,18,21707,20768
2004-12-11,19,21590,20651
2004-12-11,20,21182,20108
2004-12-11,21,20688,19519
2004-12-11,22,19983,18919
2004-12-11,23,19150,18039
2004-12-11,24,18563,17047
2004-12-12,1,17928,15949
2004-12-12,2,16990,15234
2004-12-12,3,16739,14845
2004-12-12,4,16489,14683
2004-12-12,5,16732,14693
2004-12-12,6,16697,14862
2004-12-12,7,16979,15223
2004-12-12,8,17366,15868
2004-12-12,9,18015,16628
2004-12-12,10,18927,17404
2004-12-12,11,19251,17959
2004-12-12,12,19456,18125
2004-12-12,13,19829,18247
2004-12-12,14,20087,18227
2004-12-12,15,20414,18377
2004-12-12,16,20740,18897
2004-12-12,17,21388,20074
2004-12-12,18,22525,21361
2004-12-12,19,22410,21226
2004-12-12,20,22069,20755
2004-12-12,21,21555,20316
2004-12-12,22,20678,19451
2004-12-12,23,19589,18283
2004-12-12,24,18333,16962
2004-12-13,1,17339,15980
2004-12-13,2,17318,15543
2004-12-13,3,17321,15412
2004-12-13,4,17351,15338
2004-12-13,5,17620,15485
2004-12-13,6,17862,16091
2004-12-13,7,19355,17519
2004-12-13,8,20608,19519
2004-12-13,9,21163,20033
2004-12-13,10,21032,20172
2004-12-13,11,21187,20268
2004-12-13,12,21519,20310
2004-12-13,13,20971,20157
2004-12-13,14,20733,20044
2004-12-13,15,20717,20028
2004-12-13,16,20994,20299
2004-12-13,17,22304,21515
2004-12-13,18,23694,23005
2004-12-13,19,23715,22976
2004-12-13,20,23258,22678
2004-12-13,21,22822,22258
2004-12-13,22,22032,21590
2004-12-13,23,20588,20199
2004-12-13,24,19432,18418
2004-12-14,1,18051,17200
2004-12-14,2,17838,16622
2004-12-14,3,17625,16429
2004-12-14,4,17360,16389
2004-12-14,5,17708,16437
2004-12-14,6,18209,17048
2004-12-14,7,19727,18632
2004-12-14,8,21138,20569
2004-12-14,9,21571,21002
2004-12-14,10,21463,20943
2004-12-14,11,21534,20977
2004-12-14,12,21319,20915
2004-12-14,13,21116,20712
2004-12-14,14,21079,20675
2004-12-14,15,20977,20548
2004-12-14,16,21325,20796
2004-12-14,17,22115,21810
2004-12-14,18,23609,23370
2004-12-14,19,23670,23431
2004-12-14,20,23228,22989
2004-12-14,21,22795,22506
2004-12-14,22,22261,21872
2004-12-14,23,20930,20541
2004-12-14,24,19612,18798
2004-12-15,1,18500,17479
2004-12-15,2,18181,16957
2004-12-15,3,17957,16706
2004-12-15,4,17840,16540
2004-12-15,5,18139,16615
2004-12-15,6,18648,17184
2004-12-15,7,19925,18636
2004-12-15,8,21266,20607
2004-12-15,9,21595,20985
2004-12-15,10,21381,20871
2004-12-15,11,21253,20839
2004-12-15,12,21370,20608
2004-12-15,13,21024,20326
2004-12-15,14,21336,20182
2004-12-15,15,20791,20137
2004-12-15,16,21211,20294
2004-12-15,17,22059,21380
2004-12-15,18,23592,22938
2004-12-15,19,23447,22943
2004-12-15,20,23132,22478
2004-12-15,21,22623,22119
2004-12-15,22,21949,21445
2004-12-15,23,20591,20064
2004-12-15,24,19230,18416
2004-12-16,1,18631,17367
2004-12-16,2,17940,16691
2004-12-16,3,17247,16253
2004-12-16,4,17182,16118
2004-12-16,5,17376,16211
2004-12-16,6,17922,16743
2004-12-16,7,19277,18077
2004-12-16,8,20488,19973
2004-12-16,9,20879,20415
2004-12-16,10,21024,20310
2004-12-16,11,21333,20285
2004-12-16,12,21187,20243
2004-12-16,13,20835,20046
2004-12-16,14,21154,20025
2004-12-16,15,20920,20001
2004-12-16,16,21057,20130
2004-12-16,17,22075,21211
2004-12-16,18,23221,22607
2004-12-16,19,23290,22676
2004-12-16,20,22904,22387
2004-12-16,21,22581,21967
2004-12-16,22,21738,21224
2004-12-16,23,20386,19972
2004-12-16,24,19570,18220
2004-12-17,1,18461,17097
2004-12-17,2,18024,16460
2004-12-17,3,17940,16126
2004-12-17,4,17967,15982
2004-12-17,5,18214,16090
2004-12-17,6,18634,16734
2004-12-17,7,19518,18359
2004-12-17,8,21074,20295
2004-12-17,9,21538,20674
2004-12-17,10,21859,20695
2004-12-17,11,21886,20722
2004-12-17,12,22067,20553
2004-12-17,13,21481,20192
2004-12-17,14,21220,19986
2004-12-17,15,20907,19881
2004-12-17,16,21149,19923
2004-12-17,17,21506,20729
2004-12-17,18,23069,22539
2004-12-17,19,23175,22611
2004-12-17,20,22830,22266
2004-12-17,21,22377,21813
2004-12-17,22,22005,21191
2004-12-17,23,20887,20033
2004-12-17,24,19921,18464
2004-12-18,1,18806,17230
2004-12-18,2,18530,16650
2004-12-18,3,18446,16215
2004-12-18,4,18260,16021
2004-12-18,5,18184,15948
2004-12-18,6,18366,16132
2004-12-18,7,18715,16576
2004-12-18,8,19371,17534
2004-12-18,9,20446,18381
2004-12-18,10,20136,19157
2004-12-18,11,19777,19291
2004-12-18,12,20103,19259
2004-12-18,13,20457,19136
2004-12-18,14,20671,18923
2004-12-18,15,20310,18752
2004-12-18,16,20600,18853
2004-12-18,17,21445,19753
2004-12-18,18,22074,21070
2004-12-18,19,21631,20805
2004-12-18,20,21110,20333
2004-12-18,21,20734,19730
2004-12-18,22,20201,19145
2004-12-18,23,19468,18382
2004-12-18,24,18661,17249
2004-12-19,1,17730,16257
2004-12-19,2,17127,15651
2004-12-19,3,17099,15355
2004-12-19,4,17051,15346
2004-12-19,5,17625,15488
2004-12-19,6,17989,15781
2004-12-19,7,18207,16120
2004-12-19,8,18260,17073
2004-12-19,9,19689,17994
2004-12-19,10,20551,18884
2004-12-19,11,21084,19369
2004-12-19,12,21185,19569
2004-12-19,13,21611,19736
2004-12-19,14,21434,19688
2004-12-19,15,21367,19632
2004-12-19,16,21191,19877
2004-12-19,17,22098,20962
2004-12-19,18,23575,22856
2004-12-19,19,23767,23008
2004-12-19,20,23454,22695
2004-12-19,21,22817,22308
2004-12-19,22,22325,21816
2004-12-19,23,21365,20723
2004-12-19,24,20674,19535
2004-12-20,1,19750,18705
2004-12-20,2,19722,18222
2004-12-20,3,18965,18165
2004-12-20,4,19024,18119
2004-12-20,5,19178,18283
2004-12-20,6,19747,18847
2004-12-20,7,21017,20131
2004-12-20,8,21924,21789
2004-12-20,9,22661,22526
2004-12-20,10,23186,22851
2004-12-20,11,23200,22965
2004-12-20,12,23111,22872
2004-12-20,13,22989,22650
2004-12-20,14,23110,22455
2004-12-20,15,22848,22256
2004-12-20,16,22825,22384
2004-12-20,17,23826,23354
2004-12-20,18,25170,24979
2004-12-20,19,25055,24804
2004-12-20,20,24862,24377
2004-12-20,21,24462,23926
2004-12-20,22,23754,23149
2004-12-20,23,22307,21868
2004-12-20,24,20721,20232
2004-12-21,1,20350,18995
2004-12-21,2,19759,18366
2004-12-21,3,19834,18031
2004-12-21,4,19337,17886
2004-12-21,5,18889,17879
2004-12-21,6,19312,18392
2004-12-21,7,20252,19502
2004-12-21,8,21411,20872
2004-12-21,9,22008,21569
2004-12-21,10,22454,21865
2004-12-21,11,22640,21976
2004-12-21,12,22314,21875
2004-12-21,13,22039,21500
2004-12-21,14,22042,21398
2004-12-21,15,21895,21231
2004-12-21,16,22102,21268
2004-12-21,17,22828,21894
2004-12-21,18,24061,23228
2004-12-21,19,24137,23173
2004-12-21,20,23360,22606
2004-12-21,21,22916,22252
2004-12-21,22,22265,21551
2004-12-21,23,20999,20285
2004-12-21,24,19832,18779
2004-12-22,1,18977,17539
2004-12-22,2,17909,16881
2004-12-22,3,17597,16481
2004-12-22,4,17513,16260
2004-12-22,5,17743,16415
2004-12-22,6,18365,17022
2004-12-22,7,19104,18209
2004-12-22,8,20259,19716
2004-12-22,9,21092,20388
2004-12-22,10,22615,20820
2004-12-22,11,23044,20982
2004-12-22,12,23106,21055
2004-12-22,13,23024,20930
2004-12-22,14,22873,20883
2004-12-22,15,22331,20743
2004-12-22,16,22446,20874
2004-12-22,17,23180,21616
2004-12-22,18,23932,22921
2004-12-22,19,23776,22870
2004-12-22,20,23482,22531
2004-12-22,21,23273,22049
2004-12-22,22,22583,21475
2004-12-22,23,21550,20235
2004-12-22,24,20307,18709
2004-12-23,1,19135,17458
2004-12-23,2,18573,16814
2004-12-23,3,18131,16437
2004-12-23,4,17986,16283
2004-12-23,5,18198,16350
2004-12-23,6,18732,16893
2004-12-23,7,20317,17826
2004-12-23,8,20871,19212
2004-12-23,9,21807,19901
2004-12-23,10,22708,20849
2004-12-23,11,23097,21408
2004-12-23,12,23616,21429
2004-12-23,13,22966,21239
2004-12-23,14,22472,20940
2004-12-23,15,22350,20607
2004-12-23,16,22085,20333
2004-12-23,17,22609,20847
2004-12-23,18,24103,22593
2004-12-23,19,24437,22873
2004-12-23,20,23787,22416
2004-12-23,21,23006,22008
2004-12-23,22,22625,21286
2004-12-23,23,21467,20028
2004-12-23,24,19677,18529
2004-12-24,1,19197,17374
2004-12-24,2,18280,16719
2004-12-24,3,18040,16257
2004-12-24,4,17776,16041
2004-12-24,5,17760,16052
2004-12-24,6,17870,16354
2004-12-24,7,18948,17105
2004-12-24,8,19592,18334
2004-12-24,9,20222,18909
2004-12-24,10,20896,19510
2004-12-24,11,21034,19531
2004-12-24,12,20604,19298
2004-12-24,13,20137,18866
2004-12-24,14,19609,18344
2004-12-24,15,19387,18114
2004-12-24,16,19484,18195
2004-12-24,17,20051,19117
2004-12-24,18,21619,20677
2004-12-24,19,21421,20497
2004-12-24,20,20423,19749
2004-12-24,21,20039,19291
2004-12-24,22,19872,18933
2004-12-24,23,19336,18362
2004-12-24,24,19084,17643
2004-12-25,1,18802,16762
2004-12-25,2,17838,15999
2004-12-25,3,17400,15527
2004-12-25,4,17251,15375
2004-12-25,5,17240,15370
2004-12-25,6,17429,15510
2004-12-25,7,17724,15831
2004-12-25,8,18261,16529
2004-12-25,9,18721,17167
2004-12-25,10,18943,17609
2004-12-25,11,18922,17684
2004-12-25,12,18804,17564
2004-12-25,13,18729,17491
2004-12-25,14,18568,17329
2004-12-25,15,18237,17203
2004-12-25,16,18402,17174
2004-12-25,17,19193,17809
2004-12-25,18,20225,18932
2004-12-25,19,19519,18835
2004-12-25,20,19115,18531
2004-12-25,21,19012,18399
2004-12-25,22,18882,18198
2004-12-25,23,18610,17736
2004-12-25,24,17596,16822
2004-12-26,1,17131,15746
2004-12-26,2,16585,15185
2004-12-26,3,16283,14878
2004-12-26,4,16133,14723
2004-12-26,5,16035,14680
2004-12-26,6,16101,14796
2004-12-26,7,16216,15162
2004-12-26,8,16416,15727
2004-12-26,9,17011,16277
2004-12-26,10,18014,17240
2004-12-26,11,18420,17472
2004-12-26,12,18746,17664
2004-12-26,13,18757,17622
2004-12-26,14,18736,17441
2004-12-26,15,18608,17204
2004-12-26,16,18842,17204
2004-12-26,17,19539,17915
2004-12-26,18,20769,19656
2004-12-26,19,20950,19831
2004-12-26,20,20960,19733
2004-12-26,21,20630,19458
2004-12-26,22,20366,18996
2004-12-26,23,19730,18396
2004-12-26,24,18993,17255
2004-12-27,1,18110,16523
2004-12-27,2,17729,15995
2004-12-27,3,17861,15799
2004-12-27,4,17816,15712
2004-12-27,5,17844,15872
2004-12-27,6,18019,16121
2004-12-27,7,18671,16692
2004-12-27,8,19515,17436
2004-12-27,9,19491,17907
2004-12-27,10,19894,18386
2004-12-27,11,20110,18770
2004-12-27,12,20627,18757
2004-12-27,13,20448,18605
2004-12-27,14,20195,18286
2004-12-27,15,20050,18072
2004-12-27,16,20190,18337
2004-12-27,17,21065,19283
2004-12-27,18,22662,21194
2004-12-27,19,22676,21348
2004-12-27,20,22185,20928
2004-12-27,21,21845,20656
2004-12-27,22,21079,19940
2004-12-27,23,20106,18817
2004-12-27,24,18672,17773
2004-12-28,1,18194,16799
2004-12-28,2,17750,16160
2004-12-28,3,17999,15895
2004-12-28,4,17965,15689
2004-12-28,5,17780,15609
2004-12-28,6,18053,15835
2004-12-28,7,18198,16519
2004-12-28,8,19001,17471
2004-12-28,9,19445,18101
2004-12-28,10,20535,18796
2004-12-28,11,21096,19257
2004-12-28,12,21264,19329
2004-12-28,13,21034,19200
2004-12-28,14,20801,19032
2004-12-28,15,20567,18823
2004-12-28,16,20687,18897
2004-12-28,17,21691,19497
2004-12-28,18,22405,21166
2004-12-28,19,22124,21035
2004-12-28,20,21797,20608
2004-12-28,21,21225,20036
2004-12-28,22,20760,19371
2004-12-28,23,19568,18229
2004-12-28,24,18479,16832
2004-12-29,1,18048,15857
2004-12-29,2,17313,15182
2004-12-29,3,17116,14808
2004-12-29,4,17034,14721
2004-12-29,5,17009,14696
2004-12-29,6,17413,15102
2004-12-29,7,18321,15902
2004-12-29,8,19074,16931
2004-12-29,9,19699,17767
2004-12-29,10,20224,18414
2004-12-29,11,20672,18842
2004-12-29,12,20654,18789
2004-12-29,13,20915,18744
2004-12-29,14,20723,18584
2004-12-29,15,20366,18499
2004-12-29,16,20193,18485
2004-12-29,17,21192,19169
2004-12-29,18,22767,20686
2004-12-29,19,22724,20651
2004-12-29,20,21688,20165
2004-12-29,21,21236,19613
2004-12-29,22,20511,18938
2004-12-29,23,19241,17835
2004-12-29,24,17945,16523
2004-12-30,1,17603,15537
2004-12-30,2,17251,14964
2004-12-30,3,16808,14761
2004-12-30,4,16948,14637
2004-12-30,5,16696,14672
2004-12-30,6,16711,14971
2004-12-30,7,17633,15838
2004-12-30,8,18792,16859
2004-12-30,9,19297,17607
2004-12-30,10,19773,18233
2004-12-30,11,20048,18541
2004-12-30,12,20020,18472
2004-12-30,13,20142,18437
2004-12-30,14,20053,18242
2004-12-30,15,20115,18166
2004-12-30,16,20194,18290
2004-12-30,17,21022,18928
2004-12-30,18,22050,20494
2004-12-30,19,22076,20395
2004-12-30,20,21717,19978
2004-12-30,21,21133,19464
2004-12-30,22,20567,18849
2004-12-30,23,19388,17802
2004-12-30,24,18435,16610
2004-12-31,1,17581,15537
2004-12-31,2,16703,14819
2004-12-31,3,16063,14469
2004-12-31,4,15763,14169
2004-12-31,5,15801,14207
2004-12-31,6,15881,14424
2004-12-31,7,16446,15021
2004-12-31,8,17646,15727
2004-12-31,9,17973,16369
2004-12-31,10,18712,17079
2004-12-31,11,19311,17483
2004-12-31,12,19748,17708
2004-12-31,13,19615,17676
2004-12-31,14,19319,17452
2004-12-31,15,19105,17249
2004-12-31,16,19166,17245
2004-12-31,17,19909,17890
2004-12-31,18,20720,19137
2004-12-31,19,20625,18842
2004-12-31,20,19547,18131
2004-12-31,21,18918,17390
2004-12-31,22,18439,16737
2004-12-31,23,17718,16112
2004-12-31,24,17057,15677
2005-01-01,1,16672,15016
2005-01-01,2,16262,14470
2005-01-01,3,16043,14015
2005-01-01,4,15192,13622
2005-01-01,5,14911,13545
2005-01-01,6,15006,13588
2005-01-01,7,15240,13727
2005-01-01,8,15663,14093
2005-01-01,9,16037,14457
2005-01-01,10,16597,15017
2005-01-01,11,16929,15560
2005-01-01,12,17273,16039
2005-01-01,13,17454,16293
2005-01-01,14,17435,16366
2005-01-01,15,17420,16281
2005-01-01,16,17440,16406
2005-01-01,17,17929,17086
2005-01-01,18,19367,18386
2005-01-01,19,19477,18368
2005-01-01,20,19251,18215
2005-01-01,21,19320,17911
2005-01-01,22,18778,17494
2005-01-01,23,18013,16830
2005-01-01,24,17272,15973
2005-01-02,1,16702,15182
2005-01-02,2,16127,14707
2005-01-02,3,15814,14394
2005-01-02,4,15697,14277
2005-01-02,5,15937,14367
2005-01-02,6,15881,14541
2005-01-02,7,16503,14968
2005-01-02,8,17239,15549
2005-01-02,9,17696,16282
2005-01-02,10,18516,17126
2005-01-02,11,19087,17802
2005-01-02,12,19694,18225
2005-01-02,13,19805,18495
2005-01-02,14,19813,18579
2005-01-02,15,19662,18393
2005-01-02,16,19800,18431
2005-01-02,17,20121,18985
2005-01-02,18,21339,20044
2005-01-02,19,20853,19619
2005-01-02,20,20364,19170
2005-01-02,21,20183,18714
2005-01-02,22,19456,18137
2005-01-02,23,18695,17236
2005-01-02,24,17926,16242
2005-01-03,1,17062,15487
2005-01-03,2,16581,15045
2005-01-03,3,16172,14843
2005-01-03,4,16255,14753
2005-01-03,5,16407,14828
2005-01-03,6,17036,15298
2005-01-03,7,18551,16332
2005-01-03,8,19608,18058
2005-01-03,9,20372,18706
2005-01-03,10,20603,19121
2005-01-03,11,20780,19484
2005-01-03,12,21060,19649
2005-01-03,13,21317,19682
2005-01-03,14,21356,19415
2005-01-03,15,20868,19360
2005-01-03,16,20875,19562
2005-01-03,17,21686,20498
2005-01-03,18,22867,21757
2005-01-03,19,22760,21494
2005-01-03,20,22345,20985
2005-01-03,21,21922,20461
2005-01-03,22,21072,19666
2005-01-03,23,19935,18429
2005-01-03,24,18490,17109
2005-01-04,1,17594,16141
2005-01-04,2,17313,15590
2005-01-04,3,16990,15338
2005-01-04,4,16981,15253
2005-01-04,5,16921,15443
2005-01-04,6,17814,16040
2005-01-04,7,19246,17478
2005-01-04,8,20982,19354
2005-01-04,9,21624,19959
2005-01-04,10,21667,19955
2005-01-04,11,21834,20017
2005-01-04,12,21967,19987
2005-01-04,13,21602,19856
2005-01-04,14,21754,19753
2005-01-04,15,21760,19693
2005-01-04,16,21826,20092
2005-01-04,17,22600,20923
2005-01-04,18,23656,22222
2005-01-04,19,23637,22118
2005-01-04,20,22799,21632
2005-01-04,21,22369,21102
2005-01-04,22,21850,20333
2005-01-04,23,20637,19120
2005-01-04,24,18845,17735
2005-01-05,1,18245,16579
2005-01-05,2,17783,16222
2005-01-05,3,17723,16047
2005-01-05,4,17722,15921
2005-01-05,5,17650,16204
2005-01-05,6,18785,16817
2005-01-05,7,20355,18194
2005-01-05,8,22344,20046
2005-01-05,9,22346,20553
2005-01-05,10,22529,20598
2005-01-05,11,22679,20748
2005-01-05,12,22658,20833
2005-01-05,13,22696,20805
2005-01-05,14,22898,20820
2005-01-05,15,22880,20791
2005-01-05,16,22914,20915
2005-01-05,17,23679,21896
2005-01-05,18,24826,23125
2005-01-05,19,24539,23089
2005-01-05,20,24152,22602
2005-01-05,21,23696,22127
2005-01-05,22,23035,21388
2005-01-05,23,21950,20053
2005-01-05,24,20218,18662
2005-01-06,1,19133,17764
2005-01-06,2,18911,17396
2005-01-06,3,19002,17161
2005-01-06,4,18874,17027
2005-01-06,5,18907,17062
2005-01-06,6,19380,17629
2005-01-06,7,20554,18970
2005-01-06,8,22227,20797
2005-01-06,9,23081,21445
2005-01-06,10,23344,21529
2005-01-06,11,23660,21799
2005-01-06,12,23952,22008
2005-01-06,13,23848,21888
2005-01-06,14,23469,21745
2005-01-06,15,23173,21607
2005-01-06,16,23124,21558
2005-01-06,17,23803,22187
2005-01-06,18,24913,23199
2005-01-06,19,24721,23233
2005-01-06,20,24226,22720
2005-01-06,21,23698,22201
2005-01-06,22,23132,21347
2005-01-06,23,21804,20016
2005-01-06,24,20351,18706
2005-01-07,1,19185,17777
2005-01-07,2,18855,17262
2005-01-07,3,18633,16965
2005-01-07,4,18393,16845
2005-01-07,5,18589,16915
2005-01-07,6,19085,17476
2005-01-07,7,19906,18737
2005-01-07,8,21877,20510
2005-01-07,9,22294,20993
2005-01-07,10,22311,20865
2005-01-07,11,22581,20778
2005-01-07,12,22382,20714
2005-01-07,13,22356,20603
2005-01-07,14,22474,20455
2005-01-07,15,22325,20351
2005-01-07,16,22167,20485
2005-01-07,17,22573,21094
2005-01-07,18,23729,22063
2005-01-07,19,23372,21881
2005-01-07,20,22611,21245
2005-01-07,21,22169,20803
2005-01-07,22,21485,20119
2005-01-07,23,20469,19103
2005-01-07,24,19085,17773
2005-01-08,1,18252,16754
2005-01-08,2,17966,16151
2005-01-08,3,17371,15746
2005-01-08,4,17351,15487
2005-01-08,5,17198,15518
2005-01-08,6,17600,15686
2005-01-08,7,18072,16048
2005-01-08,8,18686,16966
2005-01-08,9,19620,18034
2005-01-08,10,20300,18856
2005-01-08,11,20957,19221
2005-01-08,12,21386,19338
2005-01-08,13,21091,19111
2005-01-08,14,20696,18799
2005-01-08,15,20410,18628
2005-01-08,16,20546,18715
2005-01-08,17,21254,19320
2005-01-08,18,21909,20464
2005-01-08,19,22103,20350
2005-01-08,20,20964,19780
2005-01-08,21,20529,19195
2005-01-08,22,19790,18656
2005-01-08,23,19027,17868
2005-01-08,24,18391,16962
2005-01-09,1,17732,16103
2005-01-09,2,17515,15503
2005-01-09,3,16863,15105
2005-01-09,4,16834,14835
2005-01-09,5,16831,14759
2005-01-09,6,17102,14970
2005-01-09,7,17364,15332
2005-01-09,8,17475,15931
2005-01-09,9,17999,16664
2005-01-09,10,18981,17572
2005-01-09,11,19717,18183
2005-01-09,12,19804,18560
2005-01-09,13,19967,18683
2005-01-09,14,19855,18650
2005-01-09,15,19811,18556
2005-01-09,16,19941,18636
2005-01-09,17,20704,19320
2005-01-09,18,21671,20537
2005-01-09,19,21551,20367
2005-01-09,20,21136,19983
2005-01-09,21,20836,19552
2005-01-09,22,20185,18985
2005-01-09,23,19440,18087
2005-01-09,24,18380,16956
2005-01-10,1,17833,16238
2005-01-10,2,17406,15817
2005-01-10,3,16933,15639
2005-01-10,4,16949,15655
2005-01-10,5,17146,15807
2005-01-10,6,17945,16451
2005-01-10,7,19318,17699
2005-01-10,8,21023,19682
2005-01-10,9,21677,20336
2005-01-10,10,21618,20377
2005-01-10,11,21857,20616
2005-01-10,12,22369,20728
2005-01-10,13,22267,20531
2005-01-10,14,22017,20431
2005-01-10,15,21901,20358
2005-01-10,16,22237,20551
2005-01-10,17,22648,21262
2005-01-10,18,23301,22389
2005-01-10,19,23586,22281
2005-01-10,20,23242,21837
2005-01-10,21,22671,21316
2005-01-10,22,21689,20448
2005-01-10,23,20382,19241
2005-01-10,24,18784,17890
2005-01-11,1,17875,16806
2005-01-11,2,17370,16296
2005-01-11,3,17254,16110
2005-01-11,4,17198,16064
2005-01-11,5,17680,16314
2005-01-11,6,18014,16875
2005-01-11,7,19294,18275
2005-01-11,8,21466,20234
2005-01-11,9,22156,20815
2005-01-11,10,22472,20831
2005-01-11,11,22151,20855
2005-01-11,12,22202,20806
2005-01-11,13,22423,20611
2005-01-11,14,22211,20665
2005-01-11,15,22330,20539
2005-01-11,16,22254,20708
2005-01-11,17,22954,21496
2005-01-11,18,23936,22640
2005-01-11,19,23780,22575
2005-01-11,20,23183,22078
2005-01-11,21,22827,21572
2005-01-11,22,21971,20725
2005-01-11,23,20970,19524
2005-01-11,24,19262,18168
2005-01-12,1,18018,17175
2005-01-12,2,17246,16689
2005-01-12,3,16995,16483
2005-01-12,4,17169,16379
2005-01-12,5,17139,16627
2005-01-12,6,17528,17061
2005-01-12,7,19154,18322
2005-01-12,8,20746,20217
2005-01-12,9,21649,20843
2005-01-12,10,21684,20878
2005-01-12,11,22380,21072
2005-01-12,12,22522,21292
2005-01-12,13,22453,21111
2005-01-12,14,22388,21015
2005-01-12,15,22261,20871
2005-01-12,16,22221,20849
2005-01-12,17,22588,21535
2005-01-12,18,23088,22335
2005-01-12,19,23042,22111
2005-01-12,20,22316,21495
2005-01-12,21,21669,20898
2005-01-12,22,20720,19829
2005-01-12,23,19431,18522
2005-01-12,24,18565,17313
2005-01-13,1,17698,16251
2005-01-13,2,16653,15620
2005-01-13,3,16234,15306
2005-01-13,4,16274,15149
2005-01-13,5,16261,15225
2005-01-13,6,16638,15766
2005-01-13,7,18223,17162
2005-01-13,8,19800,18941
2005-01-13,9,20450,19463
2005-01-13,10,20951,19372
2005-01-13,11,21267,19601
2005-01-13,12,21438,19545
2005-01-13,13,21006,19320
2005-01-13,14,21003,19280
2005-01-13,15,21095,19238
2005-01-13,16,21132,19486
2005-01-13,17,21554,20409
2005-01-13,18,22524,21349
2005-01-13,19,22715,21335
2005-01-13,20,22356,20981
2005-01-13,21,21735,20517
2005-01-13,22,20944,19803
2005-01-13,23,19598,18571
2005-01-13,24,18412,17474
2005-01-14,1,17582,16467
2005-01-14,2,17121,16119
2005-01-14,3,17170,15880
2005-01-14,4,16885,15755
2005-01-14,5,16797,15882
2005-01-14,6,17286,16471
2005-01-14,7,18801,17886
2005-01-14,8,20465,19918
2005-01-14,9,21160,20506
2005-01-14,10,21155,20567
2005-01-14,11,21150,20569
2005-01-14,12,21441,20618
2005-01-14,13,21492,20463
2005-01-14,14,21078,20389
2005-01-14,15,21224,20278
2005-01-14,16,21435,20449
2005-01-14,17,21852,21121
2005-01-14,18,22789,22146
2005-01-14,19,23115,22420
2005-01-14,20,22554,21964
2005-01-14,21,21986,21446
2005-01-14,22,21318,20778
2005-01-14,23,20135,19736
2005-01-14,24,19190,18573
2005-01-15,1,18699,17500
2005-01-15,2,18227,16913
2005-01-15,3,17699,16590
2005-01-15,4,17724,16515
2005-01-15,5,18032,16487
2005-01-15,6,18191,16787
2005-01-15,7,18632,17299
2005-01-15,8,19254,18205
2005-01-15,9,19755,18920
2005-01-15,10,20360,19462
2005-01-15,11,20953,19793
2005-01-15,12,21218,19842
2005-01-15,13,21239,19638
2005-01-15,14,20910,19380
2005-01-15,15,20338,19179
2005-01-15,16,20391,19115
2005-01-15,17,21029,19607
2005-01-15,18,22319,20900
2005-01-15,19,22590,21155
2005-01-15,20,22072,20537
2005-01-15,21,21575,19990
2005-01-15,22,20529,19453
2005-01-15,23,19646,18729
2005-01-15,24,19157,17740
2005-01-16,1,18510,17032
2005-01-16,2,18035,16547
2005-01-16,3,17940,16223
2005-01-16,4,17885,16075
2005-01-16,5,18032,16030
2005-01-16,6,18035,16171
2005-01-16,7,18447,16615
2005-01-16,8,19238,17269
2005-01-16,9,19750,17973
2005-01-16,10,19881,18766
2005-01-16,11,20410,19233
2005-01-16,12,20667,19460
2005-01-16,13,20830,19509
2005-01-16,14,20789,19368
2005-01-16,15,20474,19332
2005-01-16,16,20499,19422
