"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2017-09-01 00:00","2017","09","01","00:00","6.9","","5.3","","89","","2","","5","","","","97.40","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2017-09-01 01:00","2017","09","01","01:00","6.1","","4.8","","91","","24","","3","","","","97.45","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2017-09-01 02:00","2017","09","01","02:00","6.2","","5.3","","94","","9","","4","","","","97.46","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2017-09-01 03:00","2017","09","01","03:00","6.1","","5.4","","96","","5","","4","","","","97.46","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2017-09-01 04:00","2017","09","01","04:00","6.8","","5.3","","90","","8","","7","","","","97.45","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2017-09-01 05:00","2017","09","01","05:00","4.7","","3.8","","94","","33","","2","","","","97.52","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2017-09-01 06:00","2017","09","01","06:00","4.0","","3.6","","97","","4","","1","","","","97.57","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2017-09-01 07:00","2017","09","01","07:00","5.9","","5.2","","95","","5","","3","","","","97.58","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2017-09-01 08:00","2017","09","01","08:00","9.3","","5.1","","75","","7","","11","","","","97.58","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2017-09-01 09:00","2017","09","01","09:00","11.2","","6.7","","74","","3","","8","","","","97.62","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2017-09-01 10:00","2017","09","01","10:00","11.7","","5.6","","66","","3","","11","","","","97.59","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2017-09-01 11:00","2017","09","01","11:00","13.2","","6.4","","64","","4","","9","","","","97.53","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2017-09-01 12:00","2017","09","01","12:00","15.0","","5.9","","54","","4","","8","","","","97.51","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2017-09-01 13:00","2017","09","01","13:00","15.8","","5.3","","50","","1","","13","","","","97.47","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2017-09-01 14:00","2017","09","01","14:00","16.3","","5.1","","47","","3","","12","","","","97.44","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2017-09-01 15:00","2017","09","01","15:00","16.2","","1.9","","38","","36","","8","","","","97.38","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2017-09-01 16:00","2017","09","01","16:00","16.9","","2.8","","39","","1","","7","","","","97.33","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2017-09-01 17:00","2017","09","01","17:00","16.3","","2.7","","40","","4","","4","","","","97.32","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2017-09-01 18:00","2017","09","01","18:00","15.2","","5.5","","52","","3","","7","","","","97.29","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2017-09-01 19:00","2017","09","01","19:00","11.2","","6.3","","72","","1","","7","","","","97.31","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2017-09-01 20:00","2017","09","01","20:00","10.3","","5.0","","70","","6","","6","","","","97.33","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2017-09-01 21:00","2017","09","01","21:00","9.3","","4.9","","74","","8","","7","","","","97.35","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2017-09-01 22:00","2017","09","01","22:00","8.3","","5.1","","80","","8","","8","","","","97.34","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2017-09-01 23:00","2017","09","01","23:00","7.8","","4.9","","82","","8","","8","","","","97.32","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2017-09-02 00:00","2017","09","02","00:00","6.9","","4.8","","87","","10","","6","","","","97.38","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2017-09-02 01:00","2017","09","02","01:00","7.4","","5.5","","88","","10","","6","","","","97.35","","","","","","NA"
