"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2017-04-01 00:00","2017","04","01","00:00","0.5","","-0.1","","96","","2","","12","","","","96.23","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2017-04-01 01:00","2017","04","01","01:00","0.3","","-0.2","","96","","2","","13","","","","96.25","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2017-04-01 02:00","2017","04","01","02:00","0.1","","-0.3","","97","","1","","12","","","","96.31","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2017-04-01 03:00","2017","04","01","03:00","-0.1","","-0.5","","97","","2","","13","","","","96.35","","","","-4","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2017-04-01 04:00","2017","04","01","04:00","-0.1","","-0.5","","97","","1","","11","","","","96.42","","","","-4","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2017-04-01 05:00","2017","04","01","05:00","-0.2","","-0.5","","98","","36","","10","","","","96.47","","","","-4","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2017-04-01 06:00","2017","04","01","06:00","-0.1","","-0.8","","95","","35","","10","","","","96.58","","","","-3","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2017-04-01 07:00","2017","04","01","07:00","0.0","","-0.8","","95","","34","","10","","","","96.71","","","","-3","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2017-04-01 08:00","2017","04","01","08:00","0.2","","-1.0","","92","","35","","17","","","","96.78","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2017-04-01 09:00","2017","04","01","09:00","1.3","","-0.4","","88","","35","","16","","","","96.82","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2017-04-01 10:00","2017","04","01","10:00","3.5","","-0.2","","77","","1","","22","","","","96.82","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2017-04-01 11:00","2017","04","01","11:00","5.0","","0.1","","70","","36","","20","","","","96.83","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2017-04-01 12:00","2017","04","01","12:00","7.0","","0.5","","63","","35","","17","","","","96.86","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2017-04-01 13:00","2017","04","01","13:00","8.0","","0.0","","57","","34","","15","","","","96.86","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2017-04-01 14:00","2017","04","01","14:00","9.0","","1.1","","58","","32","","18","","","","96.85","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2017-04-01 15:00","2017","04","01","15:00","8.3","","-0.2","","55","","31","","17","","","","96.90","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2017-04-01 16:00","2017","04","01","16:00","7.5","","-1.8","","52","","31","","14","","","","96.91","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2017-04-01 17:00","2017","04","01","17:00","7.3","","-2.9","","48","","32","","16","","","","96.96","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2017-04-01 18:00","2017","04","01","18:00","6.3","","-4.4","","46","","32","","16","","","","97.00","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2017-04-01 19:00","2017","04","01","19:00","4.8","","-2.0","","61","","31","","8","","","","97.02","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2017-04-01 20:00","2017","04","01","20:00","3.3","","-1.8","","70","","30","","4","","","","97.08","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2017-04-01 21:00","2017","04","01","21:00","2.0","","-1.8","","76","","26","","3","","","","97.12","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2017-04-01 22:00","2017","04","01","22:00","2.6","","-1.7","","73","","21","","5","","","","97.11","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2017-04-01 23:00","2017","04","01","23:00","2.4","","-1.8","","74","","19","","3","","","","97.09","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2017-04-02 00:00","2017","04","02","00:00","1.1","","-2.0","","80","","22","","3","","","","97.11","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2017-04-02 01:00","2017","04","02","01:00","-0.1","","-2.3","","85","","17","","2","","","","97.12","","","","-1","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2017-04-02 02:00","2017","04","02","02:00","1.2","","-2.0","","80","","18","","5","","","","97.09","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2017-04-02 03:00","2017","04","02","03:00","1.9","","-2.2","","74","","21","","7","","","","97.09","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2017-04-02 04:00","2017","04","02","04:00","2.8","","-1.7","","72","","24","","4","","","","97.08","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2017-04-02 05:00","2017","04","02","05:00","2.4","","-1.2","","77","","23","","5","","","","97.10","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2017-04-02 06:00","2017","04","02","06:00","0.8","","-1.9","","83","","20","","3","","","","97.12","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2017-04-02 07:00","2017","04","02","07:00","1.9","","-1.4","","79","","21","","4","","","","97.15","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2017-04-02 08:00","2017","04","02","08:00","4.5","","0.3","","74","","23","","7","","","","97.22","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2017-04-02 09:00","2017","04","02","09:00","7.2","","1.1","","65","","26","","3","","","","97.20","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2017-04-02 10:00","2017","04","02","10:00","9.0","","1.0","","57","","29","","10","","","","97.19","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2017-04-02 11:00","2017","04","02","11:00","10.2","","1.2","","53","","28","","14","","","","97.18","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2017-04-02 12:00","2017","04","02","12:00","11.3","","1.2","","50","","28","","13","","","","97.12","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2017-04-02 13:00","2017","04","02","13:00","12.2","","1.2","","47","","28","","15","","","","97.12","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2017-04-02 14:00","2017","04","02","14:00","12.5","","0.0","","42","","29","","16","","","","97.06","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2017-04-02 15:00","2017","04","02","15:00","12.8","","-0.9","","39","","28","","15","","","","97.00","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2017-04-02 16:00","2017","04","02","16:00","12.3","","-2.1","","37","","31","","16","","","","97.00","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2017-04-02 17:00","2017","04","02","17:00","12.2","","-1.9","","37","","30","","12","","","","96.97","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2017-04-02 18:00","2017","04","02","18:00","11.5","","-1.1","","42","","29","","7","","","","96.93","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2017-04-02 19:00","2017","04","02","19:00","9.6","","-0.9","","48","","23","","2","","","","96.90","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2017-04-02 20:00","2017","04","02","20:00","7.9","","0.1","","58","","18","","4","","","","96.89","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2017-04-02 21:00","2017","04","02","21:00","6.6","","0.4","","64","","14","","3","","","","96.87","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2017-04-02 22:00","2017","04","02","22:00","7.8","","0.8","","61","","18","","5","","","","96.91","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2017-04-02 23:00","2017","04","02","23:00","7.3","","0.3","","61","","16","","5","","","","96.84","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2017-04-03 00:00","2017","04","03","00:00","7.4","","0.7","","62","","16","","7","","","","96.81","","","","","","NA"
