"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2016-11-01 00:00","2016","11","01","00:00","4.1","","1.0","","80","","15","","13","","","","96.92","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2016-11-01 01:00","2016","11","01","01:00","3.5","","0.6","","82","","17","","8","","","","97.00","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2016-11-01 02:00","2016","11","01","02:00","3.3","","0.6","","82","","16","","8","","","","96.91","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2016-11-01 03:00","2016","11","01","03:00","4.0","","1.5","","83","","16","","11","","","","96.83","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2016-11-01 04:00","2016","11","01","04:00","4.3","","2.0","","85","","17","","11","","","","96.79","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2016-11-01 05:00","2016","11","01","05:00","5.4","","2.4","","81","","17","","13","","","","96.75","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2016-11-01 06:00","2016","11","01","06:00","6.3","","3.1","","80","","17","","15","","","","96.68","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2016-11-01 07:00","2016","11","01","07:00","7.2","","4.2","","81","","17","","14","","","","96.67","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2016-11-01 08:00","2016","11","01","08:00","7.5","","4.8","","83","","16","","16","","","","96.60","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2016-11-01 09:00","2016","11","01","09:00","8.9","","6.9","","88","","18","","15","","","","96.59","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2016-11-01 10:00","2016","11","01","10:00","10.5","","8.1","","85","","17","","13","","","","96.55","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2016-11-01 11:00","2016","11","01","11:00","12.2","","10.0","","86","","18","","20","","","","96.46","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2016-11-01 12:00","2016","11","01","12:00","14.0","","10.7","","81","","20","","14","","","","96.52","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2016-11-01 13:00","2016","11","01","13:00","16.1","","12.2","","78","","20","","19","","","","96.46","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2016-11-01 14:00","2016","11","01","14:00","18.9","","13.7","","72","","20","","22","","","","96.40","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2016-11-01 15:00","2016","11","01","15:00","19.6","","14.1","","71","","22","","16","","","","96.44","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2016-11-01 16:00","2016","11","01","16:00","19.2","","14.3","","73","","21","","14","","","","96.47","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2016-11-01 17:00","2016","11","01","17:00","17.7","","14.0","","79","","20","","11","","","","96.51","","","","","","NA"
"-80.75","43.98","MOUNT FOREST (AUT)","6145504","2016-11-01 18:00","2016","11","01","18:00","16.5","","13.7","","83","","19","","12","","","","96.57","","","","","","NA"
