"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-89.32","48.37","THUNDER BAY","6048260","2019-06-01 00:00","2019","06","01","00:00","7.0","","4.0","","81","","4","","4","","16.1","","98.89","","","","","","NA"
"-89.32","48.37","THUNDER BAY","6048260","2019-06-01 01:00","2019","06","01","01:00","5.2","","2.6","","83","","3","","8","","16.1","","98.86","","","","","","NA"
"-89.32","48.37","THUNDER BAY","6048260","2019-06-01 02:00","2019","06","01","02:00","2.8","","1.3","","90","","","M","4","","16.1","","98.83","","","","","","NA"
"-89.32","48.37","THUNDER BAY","6048260","2019-06-01 03:00","2019","06","01","03:00","1.9","","1.5","","97","","25","","4","","16.1","","98.90","","","","","","NA"
"-89.32","48.37","THUNDER BAY","6048260","2019-06-01 04:00","2019","06","01","04:00","3.1","","2.6","","96","","22","","5","","16.1","","98.92","","","","","","NA"
"-89.32","48.37","THUNDER BAY","6048260","2019-06-01 05:00","2019","06","01","05:00","4.4","","3.7","","95","","30","","5","","16.1","","98.92","","","","","","NA"
"-89.32","48.37","THUNDER BAY","6048260","2019-06-01 06:00","2019","06","01","06:00","3.7","","2.7","","93","","31","","4","","16.1","","98.91","","","","","","NA"
"-89.32","48.37","THUNDER BAY","6048260","2019-06-01 07:00","2019","06","01","07:00","6.7","","3.9","","82","","","","0","","16.1","","98.86","","","","","","NA"
"-89.32","48.37","THUNDER BAY","6048260","2019-06-01 08:00","2019","06","01","08:00","10.0","","3.6","","64","","9","","8","","16.1","","98.87","","","","","","NA"
"-89.32","48.37","THUNDER BAY","6048260","2019-06-01 09:00","2019","06","01","09:00","11.5","","4.7","","63","","10","","11","","16.1","","98.84","","","","","","NA"
"-89.32","48.37","THUNDER BAY","6048260","2019-06-01 10:00","2019","06","01","10:00","11.9","","4.7","","61","","11","","17","","16.1","","98.79","","","","","","NA"
"-89.32","48.37","THUNDER BAY","6048260","2019-06-01 11:00","2019","06","01","11:00","13.1","","5.3","","59","","10","","15","","16.1","","98.75","","","","","","NA"
"-89.32","48.37","THUNDER BAY","6048260","2019-06-01 12:00","2019","06","01","12:00","14.3","","6.4","","59","","8","","17","","16.1","","98.68","","","","","","NA"
"-89.32","48.37","THUNDER BAY","6048260","2019-06-01 13:00","2019","06","01","13:00","15.9","","5.9","","51","","16","","15","","16.1","","98.58","","","","","","NA"
"-89.32","48.37","THUNDER BAY","6048260","2019-06-01 14:00","2019","06","01","14:00","17.7","","5.8","","45","","15","","17","","16.1","","98.52","","","","","","NA"
"-89.32","48.37","THUNDER BAY","6048260","2019-06-01 15:00","2019","06","01","15:00","16.3","","6.2","","51","","","M","8","","16.1","","98.50","","","","","","NA"
"-89.32","48.37","THUNDER BAY","6048260","2019-06-01 16:00","2019","06","01","16:00","15.2","","6.5","","56","","5","","8","","16.1","","98.50","","","","","","NA"
"-89.32","48.37","THUNDER BAY","6048260","2019-06-01 17:00","2019","06","01","17:00","18.1","","-1.3","","27","","31","","17","","16.1","","98.50","","","","","","NA"
"-89.32","48.37","THUNDER BAY","6048260","2019-06-01 18:00","2019","06","01","18:00","18.1","","-0.7","","28","","31","","26","","16.1","","98.53","","","","","","NA"
"-89.32","48.37","THUNDER BAY","6048260","2019-06-01 19:00","2019","06","01","19:00","16.8","","-3.4","","25","","31","","22","","16.1","","98.57","","","","","","NA"
"-89.32","48.37","THUNDER BAY","6048260","2019-06-01 20:00","2019","06","01","20:00","15.3","","-4.9","","24","","35","","24","","16.1","","98.64","","","","","","NA"
"-89.32","48.37","THUNDER BAY","6048260","2019-06-01 21:00","2019","06","01","21:00","12.8","","-5.2","","28","","35","","21","","16.1","","98.73","","","","","","NA"
"-89.32","48.37","THUNDER BAY","6048260","2019-06-01 22:00","2019","06","01","22:00","10.8","","-2.9","","38","","35","","21","","16.1","","98.87","","","","","","NA"
"-89.32","48.37","THUNDER BAY","6048260","2019-06-01 23:00","2019","06","01","23:00","9.2","","-2.9","","43","","1","","9","","16.1","","98.94","","","","","","NA"
"-89.32","48.37","THUNDER BAY","6048260","2019-06-02 00:00","2019","06","02","00:00","7.6","","-2.4","","49","","34","","9","","16.1","","99.01","","","","","","NA"
"-89.32","48.37","THUNDER BAY","6048260","2019-06-02 01:00","2019","06","02","01:00","6.1","","-2.0","","56","","32","","5","","16.1","","99.04","","","","","","NA"
"-89.32","48.37","THUNDER BAY","6048260","2019-06-02 02:00","2019","06","02","02:00","2.2","","-2.1","","74","","25","","4","","16.1","","99.06","","","","","","NA"
"-89.32","48.37","THUNDER BAY","6048260","2019-06-02 03:00","2019","06","02","03:00","-0.5","","-2.5","","87","","23","","8","","16.1","","99.07","","","","-3","","NA"
