"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-89.32","48.37","THUNDER BAY","6048260","2017-06-01 00:00","2017","06","01","00:00","4.9","","3.7","","92","","26","","8","","16.1","","99.07","","","","","","NA"
"-89.32","48.37","THUNDER BAY","6048260","2017-06-01 01:00","2017","06","01","01:00","3.9","","3.0","","94","","24","","5","","16.1","","99.08","","","","","","NA"
"-89.32","48.37","THUNDER BAY","6048260","2017-06-01 02:00","2017","06","01","02:00","2.8","","2.4","","97","","27","","5","","16.1","","99.06","","","","","","NA"
"-89.32","48.37","THUNDER BAY","6048260","2017-06-01 03:00","2017","06","01","03:00","3.7","","2.8","","94","","30","","4","","16.1","","99.06","","","","","","NA"
"-89.32","48.37","THUNDER BAY","6048260","2017-06-01 04:00","2017","06","01","04:00","2.8","","2.5","","98","","","M","4","","16.1","","99.04","","","","","","NA"
"-89.32","48.37","THUNDER BAY","6048260","2017-06-01 05:00","2017","06","01","05:00","3.3","","3.1","","99","","28","","4","","16.1","","99.06","","","","","","NA"
"-89.32","48.37","THUNDER BAY","6048260","2017-06-01 06:00","2017","06","01","06:00","5.1","","4.5","","96","","26","","4","","16.1","","99.12","","","","","","NA"
"-89.32","48.37","THUNDER BAY","6048260","2017-06-01 07:00","2017","06","01","07:00","6.9","","5.4","","90","","22","","4","","16.1","","99.23","","","","","","NA"
"-89.32","48.37","THUNDER BAY","6048260","2017-06-01 08:00","2017","06","01","08:00","9.0","","5.6","","79","","","","0","","16.1","","99.28","","","","","","Rain"
"-89.32","48.37","THUNDER BAY","6048260","2017-06-01 09:00","2017","06","01","09:00","9.0","","7.2","","88","","23","","11","","16.1","","99.32","","","","","","Rain"
"-89.32","48.37","THUNDER BAY","6048260","2017-06-01 10:00","2017","06","01","10:00","11.0","","8.4","","84","","26","","11","","16.1","","99.26","","","","","","NA"
"-89.32","48.37","THUNDER BAY","6048260","2017-06-01 11:00","2017","06","01","11:00","14.6","","8.1","","65","","27","","15","","16.1","","99.23","","","","","","NA"
"-89.32","48.37","THUNDER BAY","6048260","2017-06-01 12:00","2017","06","01","12:00","17.5","","7.9","","53","","33","","11","","16.1","","99.18","","","","","","NA"
"-89.32","48.37","THUNDER BAY","6048260","2017-06-01 13:00","2017","06","01","13:00","20.1","","8.2","","46","","","M","8","","16.1","","99.14","","","","","","NA"
"-89.32","48.37","THUNDER BAY","6048260","2017-06-01 14:00","2017","06","01","14:00","20.0","","8.2","","46","","4","","9","","16.1","","99.11","","","","","","NA"
"-89.32","48.37","THUNDER BAY","6048260","2017-06-01 15:00","2017","06","01","15:00","20.3","","6.8","","41","","28","","15","","16.1","","99.09","","","","","","NA"
"-89.32","48.37","THUNDER BAY","6048260","2017-06-01 16:00","2017","06","01","16:00","20.9","","5.5","","36","","30","","22","","16.1","","99.06","","","","","","NA"
"-89.32","48.37","THUNDER BAY","6048260","2017-06-01 17:00","2017","06","01","17:00","21.1","","4.7","","34","","29","","22","","16.1","","99.04","","","","","","NA"
